Name,job title,headline,summary,keywords,educations,experiences,skills,disqualified,candidate_profile,score
Candidate 92,qa engineer - manual,,,,post-graduation web design and development at conestoga college (n/a to n/a)  | bachelor of engineering computer engineering at gujarat technological university (n/a to n/a),quality assurance analyst at tata consultancy services canada (oct 2022 to apr 2024)  | test automation engineer at dynaptual consultancy (sep 2021 to oct 2022)  | quality assurance analyst at basegix consulting (jul 2018 to aug 2020),,1,  post-graduation web design and development at conestoga college (n/a to n/a)  | bachelor of engineering computer engineering at gujarat technological university (n/a to n/a) quality assurance analyst at tata consultancy services canada (oct 2022 to apr 2024)  | test automation engineer at dynaptual consultancy (sep 2021 to oct 2022)  | quality assurance analyst at basegix consulting (jul 2018 to aug 2020) ,0.026709680119582066
Candidate 93,qa engineer - manual,,,,high school  at university of buenos aires (n/a to dec 2018),test case creation at ibm (jan 2023 to n/a),javascript|attention to detail|organization skills,1,  high school  at university of buenos aires (n/a to dec 2018) test case creation at ibm (jan 2023 to n/a) javascript|attention to detail|organization skills,0.0
Candidate 94,qa engineer - manual,,,,,quality assurance tester analyst at torei consulting (jul 2022 to mar 2024)  | qatester analyst at pcmail c.a (apr 2021 to mar 2022)  | industrial engineer at yacambú university (jan 2018 to dec 2021),organization skills,1,   quality assurance tester analyst at torei consulting (jul 2022 to mar 2024)  | qatester analyst at pcmail c.a (apr 2021 to mar 2022)  | industrial engineer at yacambú university (jan 2018 to dec 2021) organization skills,0.04084213410705238
Candidate 95,qa engineer - manual,,,,master of science agriculture at cape peninsula university of technology (jan 2023 to n/a)  | bachelor agriculture at university of venda (jan 2018 to jun 2022),advanced ai data trainer at invisible technologies (sep 2023 to n/a)  | agile web developer program at  (jan 2023 to dec 2023)  | freelance quality assurance tester at tester work (dec 2021 to feb 2023)  | freelance software tester at utest (may 2021 to aug 2023),,1,  master of science agriculture at cape peninsula university of technology (jan 2023 to n/a)  | bachelor agriculture at university of venda (jan 2018 to jun 2022) advanced ai data trainer at invisible technologies (sep 2023 to n/a)  | agile web developer program at  (jan 2023 to dec 2023)  | freelance quality assurance tester at tester work (dec 2021 to feb 2023)  | freelance software tester at utest (may 2021 to aug 2023) ,0.0
Candidate 96,lead generator,,,,elementary school international affairs at u.e. enrique maría dubuc (jan 2013 to dec 2015)  |   at universidad santa maría (caracas) (jan 2011 to dec 2011)  |   at universidad santa maría (caracas) (jan 2009 to dec 2011)  |   at san antonio de los (jan 2008 to dec 2008)  |   at san antonio de los (jan 2005 to dec 2009)  | high school  at u.e. colegio valle alto (jan 1999 to dec 2004),sales development specialist at solvo (sep 2023 to apr 2024)  | agent at lean solutions group (jul 2022 to jan 2023)  | senior agent at sykes (feb 2020 to jul 2022)  | co-owner at ggg&p special transport (jun 2011 to sep 2019),sales|english,1,  elementary school international affairs at u.e. enrique maría dubuc (jan 2013 to dec 2015)  |   at universidad santa maría (caracas) (jan 2011 to dec 2011)  |   at universidad santa maría (caracas) (jan 2009 to dec 2011)  |   at san antonio de los (jan 2008 to dec 2008)  |   at san antonio de los (jan 2005 to dec 2009)  | high school  at u.e. colegio valle alto (jan 1999 to dec 2004) sales development specialist at solvo (sep 2023 to apr 2024)  | agent at lean solutions group (jul 2022 to jan 2023)  | senior agent at sykes (feb 2020 to jul 2022)  | co-owner at ggg&p special transport (jun 2011 to sep 2019) sales|english,0.0
Candidate 97,sr software engineer (obj-c & ios exp),,,objective-c|aws|ec2|swift,,developer at vortigo (may 2021 to n/a)  | specialist apple and developer at venture labs (aug 2015 to may 2021)  | developer at expensemobi (aug 2014 to aug 2015)  | desenvolvedor full stack at  (mar 2010 to aug 2014),,1,   developer at vortigo (may 2021 to n/a)  | specialist apple and developer at venture labs (aug 2015 to may 2021)  | developer at expensemobi (aug 2014 to aug 2015)  | desenvolvedor full stack at  (mar 2010 to aug 2014) ,0.0
Candidate 98,lead generator,lead generator,,,bachelor  at kharkiv polytechnic institute (n/a to dec 2016),lead generation manager at pixoft l kyiv (nov 2023 to n/a)  | customer lead generation manager at ivy tech l kharkiv (jun 2023 to nov 2023)  | sales manager at fh solutions l kharkiv (jan 2022 to jun 2023)  | information technology sales assistant at fevernova mobile l kharkiv (feb 2019 to feb 2022)  | researcher at sloboda studio l kharkiv (feb 2018 to nov 2018),english|lead generation,1,lead generator  bachelor  at kharkiv polytechnic institute (n/a to dec 2016) lead generation manager at pixoft l kyiv (nov 2023 to n/a)  | customer lead generation manager at ivy tech l kharkiv (jun 2023 to nov 2023)  | sales manager at fh solutions l kharkiv (jan 2022 to jun 2023)  | information technology sales assistant at fevernova mobile l kharkiv (feb 2019 to feb 2022)  | researcher at sloboda studio l kharkiv (feb 2018 to nov 2018) english|lead generation,0.23832452649858066
Candidate 99,senior unity developer,senior unity developer,,android|c#|ios|unity|gaming|game development,,senior game developer at gamestree (feb 2024 to n/a)  | senior game developer at gamivision (jan 2023 to jan 2024)  | senior unity developer at nibg (apr 2022 to jan 2023)  | senior unity developer at wangard international (oct 2020 to mar 2022)  | associate unity developer at ai-logica (sep 2019 to oct 2020),android|mobile games|c#|ios|unity,1,senior unity developer   senior game developer at gamestree (feb 2024 to n/a)  | senior game developer at gamivision (jan 2023 to jan 2024)  | senior unity developer at nibg (apr 2022 to jan 2023)  | senior unity developer at wangard international (oct 2020 to mar 2022)  | associate unity developer at ai-logica (sep 2019 to oct 2020) android|mobile games|c#|ios|unity,0.8017552312618986
Candidate 100,qa engineer - manual,qa automation engineer,,,bachelor of science information technology at george mason university (n/a to dec 2020),quality assurance automation engineer at healthverity (jul 2023 to jul 2024)  | quality assurance automation engineer at id.me (mar 2021 to may 2023)  | information technology operations specialist at fusion connect (jan 2020 to dec 2020),,1,qa automation engineer  bachelor of science information technology at george mason university (n/a to dec 2020) quality assurance automation engineer at healthverity (jul 2023 to jul 2024)  | quality assurance automation engineer at id.me (mar 2021 to may 2023)  | information technology operations specialist at fusion connect (jan 2020 to dec 2020) ,0.1382679908141816
Candidate 101,qa engineer - manual,,,,cs engineering at university of kashmir (mar 2017 to mar 2021)  | cs engineering at university of kashmir (apr 2014 to apr 2017)  | master computer applications at srinagar jammu and kashmir (n/a to n/a),senior software test engineer at graphicweave / reldyn tech pvt (mar 2023 to n/a)  | quality analyst at srinagar technology consultants (jan 2020 to mar 2023),javascript,1,  cs engineering at university of kashmir (mar 2017 to mar 2021)  | cs engineering at university of kashmir (apr 2014 to apr 2017)  | master computer applications at srinagar jammu and kashmir (n/a to n/a) senior software test engineer at graphicweave / reldyn tech pvt (mar 2023 to n/a)  | quality analyst at srinagar technology consultants (jan 2020 to mar 2023) javascript,0.029670393340637886
Candidate 102,qa engineer - manual,quality assurance specialist,,,bachelor's psychology at university of caxias do sul (jan 2018 to jan 2023)  | technology degree digital games and technology at pontificia university of paraná (jan 2012 to jan 2013),quality assurance specialist at condoconta bank (feb 2020 to apr 2024)  | quality assurance consultant at beetools (dec 2018 to feb 2023)  | quality assurance consultant at wellzesta (jul 2018 to sep 2021)  | qa lead at psafe brasil (jun 2013 to jun 2018)  | game tester at quepasa (jan 2012 to jan 2013),,1,quality assurance specialist  bachelor's psychology at university of caxias do sul (jan 2018 to jan 2023)  | technology degree digital games and technology at pontificia university of paraná (jan 2012 to jan 2013) quality assurance specialist at condoconta bank (feb 2020 to apr 2024)  | quality assurance consultant at beetools (dec 2018 to feb 2023)  | quality assurance consultant at wellzesta (jul 2018 to sep 2021)  | qa lead at psafe brasil (jun 2013 to jun 2018)  | game tester at quepasa (jan 2012 to jan 2013) ,0.03712726070088333
Candidate 103,qa engineer - manual,qa engineer at kreatesell,,,bachelor of science environmental biology at adekunle ajasin university (n/a to dec 2018),quality assurance engineer at kreatesell (mar 2024 to n/a)  | quality assurance engineer at zealight innovation labs (dec 2022 to mar 2024)  | quality assurance engineer at skillup africa (oct 2020 to dec 2022)  | frontend developer at occupational safety consultants (feb 2020 to aug 2020),,1,qa engineer at kreatesell  bachelor of science environmental biology at adekunle ajasin university (n/a to dec 2018) quality assurance engineer at kreatesell (mar 2024 to n/a)  | quality assurance engineer at zealight innovation labs (dec 2022 to mar 2024)  | quality assurance engineer at skillup africa (oct 2020 to dec 2022)  | frontend developer at occupational safety consultants (feb 2020 to aug 2020) ,0.1694476973375118
Candidate 104,qa engineer - manual,technical support agent at nrtc,,,,software quality assurance engineer at talentnow (jul 2023 to oct 2023)  | technical support agent at nrtc (jan 2023 to n/a)  | software quality assurance engineer at freelance (may 2022 to n/a),,1,technical support agent at nrtc   software quality assurance engineer at talentnow (jul 2023 to oct 2023)  | technical support agent at nrtc (jan 2023 to n/a)  | software quality assurance engineer at freelance (may 2022 to n/a) ,0.0629556123858872
Candidate 105,lead generator,,,,civil engineer at university of carabobo (jan 2009 to dec 2014),senior recruiter at solvo global (jan 2022 to n/a)  | sales representative at contactpoint 360 (aug 2021 to jan 2022)  | sales rep at teleperformance - bdr (aug 2019 to aug 2021),microsoft excel|sales|market research|business-to-business (b2b),1,  civil engineer at university of carabobo (jan 2009 to dec 2014) senior recruiter at solvo global (jan 2022 to n/a)  | sales representative at contactpoint 360 (aug 2021 to jan 2022)  | sales rep at teleperformance - bdr (aug 2019 to aug 2021) microsoft excel|sales|market research|business-to-business (b2b),0.0
Candidate 106,qa engineer - manual,software quality assurance engineer at mensa tech,,,bachelor software engineering at comsats institute of information technology (n/a to dec 2018),software quality assurance engineer at mensa tech (sep 2022 to n/a)  | senior sqa at no borderz innovation (jun 2022 to sep 2022)  | senior at sqa narsun studios (oct 2021 to jun 2022)  | senior at sqa mindbotixs (dec 2019 to nov 2021)  | quality assurance engineer at highlogix pvt (dec 2018 to dec 2019),,1,software quality assurance engineer at mensa tech  bachelor software engineering at comsats institute of information technology (n/a to dec 2018) software quality assurance engineer at mensa tech (sep 2022 to n/a)  | senior sqa at no borderz innovation (jun 2022 to sep 2022)  | senior at sqa narsun studios (oct 2021 to jun 2022)  | senior at sqa mindbotixs (dec 2019 to nov 2021)  | quality assurance engineer at highlogix pvt (dec 2018 to dec 2019) ,0.06780349690150055
